case_number,case_link,date_of_receipt,judge,decision_date,solution,entry_into_force_date,judicial_acts_link,source_page
2-796/2025 ~ М-652/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118561&case_uid=42770aff-e9e0-40f8-8d6f-315d11d43209&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-795/2025 ~ М-651/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118556&case_uid=f13a7c3a-7eb5-4244-9279-9f2f26acdcd1&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-794/2025 ~ М-650/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118551&case_uid=e408301c-398d-45f3-80a1-9c7b2360646c&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-793/2025 ~ М-649/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118546&case_uid=c966d414-3b51-427e-865a-8decdd8e3a4f&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-792/2025 ~ М-648/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118541&case_uid=6f55b592-2584-48dd-a364-45ce58d484cd&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-791/2025 ~ М-647/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118536&case_uid=82ff34d8-2e02-4fcf-9121-c722d110dc7d&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-790/2025 ~ М-646/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118531&case_uid=35eeda13-d252-4528-86e7-37f247b775a2&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-789/2025 ~ М-645/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118526&case_uid=06da72ab-6389-4dfc-bdae-c46e8624e17a&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-788/2025 ~ М-644/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118521&case_uid=a33d7a76-a1ee-4d18-b255-e5538fbacbb8&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
2-787/2025 ~ М-643/2025,https://mng--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=11118516&case_uid=6099c3a0-2995-4ae5-bfb4-6f7146d48407&delo_id=1540005,13.08.2025,Шемигон Ирина Викторовна,16.09.2025,Дело присоединено к другому делу,,,9
