case_number,case_link,date_of_receipt,judge,decision_date,solution,entry_into_force_date,judicial_acts_link,source_page
2-1420/2025 ~ М-1110/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7494077&case_uid=0bed2ee8-5cb3-4b9a-94c5-ae4a17c5ac92&delo_id=1540005,19.05.2025,Павленко Денис Константинович,20.06.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",05.08.2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=18905085&delo_id=1540005&new=0&text_number=1,6
2-1419/2025 ~ М-1109/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7494072&case_uid=28e2427c-2772-4913-88d1-e40c01e4f410&delo_id=1540005,19.05.2025,Павленко Денис Константинович,20.06.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",05.08.2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=18905084&delo_id=1540005&new=0&text_number=1,7
2-1416/2025 ~ М-1108/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7494067&case_uid=2a671faf-416a-4d84-9451-a2f90da3feb5&delo_id=1540005,19.05.2025,Павленко Денис Константинович,20.06.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",05.08.2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=18905083&delo_id=1540005&new=0&text_number=1,7
2-1417/2025 ~ М-1107/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7494062&case_uid=45dcecb9-4fa4-4579-981d-3d2edea223de&delo_id=1540005,19.05.2025,Павленко Денис Константинович,20.06.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",05.08.2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=18905082&delo_id=1540005&new=0&text_number=1,7
2-1355/2025 ~ М-1062/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7298439&case_uid=d7e47122-6294-4ab2-ba66-9f6b8d84db10&delo_id=1540005,14.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",08.08.2025,,7
2-1384/2025 ~ М-1061/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7298435&case_uid=285c7d84-3151-4a91-a38e-133c2164440e&delo_id=1540005,14.05.2025,Ахтямова Эльвира Саматовна,26.06.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",04.08.2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=12735883&delo_id=1540005&new=0&text_number=1,7
2-1354/2025 ~ М-1060/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7298429&case_uid=a1cb0954-458e-44be-9187-9a25d16475ab&delo_id=1540005,14.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",08.08.2025,,7
2-1326/2025 ~ М-1025/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7144836&case_uid=0f22db45-c845-4450-8093-24d3662821fb&delo_id=1540005,07.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",08.08.2025,,7
2-1327/2025 ~ М-1024/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7128693&case_uid=87a3acca-a054-4f59-b7b6-71f8b4de40c2&delo_id=1540005,07.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",08.08.2025,,7
2-1328/2025 ~ М-1023/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7128689&case_uid=dffe78ce-6523-4d19-835f-d097985b2ec3&delo_id=1540005,07.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",08.08.2025,,7
2-1329/2025 ~ М-1022/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7128685&case_uid=def316a8-62a5-45e0-810f-701f4830184c&delo_id=1540005,07.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",08.08.2025,,7
2-1330/2025 ~ М-1021/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7128681&case_uid=62e2ecdf-09f0-4508-94f4-3cdb401e797c&delo_id=1540005,07.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) ОСТАВЛЕН БЕЗ РАССМОТРЕНИЯ",29.07.2025,,7
2-1331/2025 ~ М-1020/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7128677&case_uid=05706b2f-a6da-47bc-a593-e3899b2c4c3a&delo_id=1540005,07.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",08.08.2025,,7
2-1332/2025 ~ М-1019/2025,https://mar-ordzh--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=7128673&case_uid=041eace1-d3da-4b8b-95e7-f6fbd13c0395&delo_id=1540005,07.05.2025,Сахапова Рената Рамилевна,07.07.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",08.08.2025,,7
