case_number,case_link,date_of_receipt,judge,decision_date,solution,entry_into_force_date,judicial_acts_link,source_page
2-1391/2025 ~ М-1168/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=14735217&case_uid=ed2f9b2d-8f81-49a8-8652-64afee371810&delo_id=1540005,16.10.2025,Попека Александр Владимирович,24.12.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",20.02.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=24507518&delo_id=1540005&new=0&text_number=1,3
2-27/2026 (2-1381/2025;) ~ М-1167/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=14735212&case_uid=3d83fdbe-d36e-4fe5-b09e-b29fc14158c1&delo_id=1540005,16.10.2025,Сквира Алёна Николаевна,13.02.2026,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",26.03.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=26889083&delo_id=1540005&new=0&text_number=1,3
2-26/2026 (2-1380/2025;) ~ М-1166/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=14695893&case_uid=f9b839fc-227c-4ccb-89bb-ca359adbb44b&delo_id=1540005,16.10.2025,Сквира Алёна Николаевна,13.02.2026,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",26.03.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=26889089&delo_id=1540005&new=0&text_number=1,3
2-1346/2025 ~ М-1144/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=14006047&case_uid=754a5e2a-6126-4664-905d-e696bbf83095&delo_id=1540005,09.10.2025,Попека Александр Владимирович,20.11.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",13.01.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=23129970&delo_id=1540005&new=0&text_number=1,3
2-1364/2025 ~ М-1143/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=14006043&case_uid=94455d42-668c-4be8-b776-557d0145a4e8&delo_id=1540005,09.10.2025,Сквира Алёна Николаевна,05.12.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",20.01.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=24388124&delo_id=1540005&new=0&text_number=1,3
2-1280/2025 ~ М-1065/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=13186322&case_uid=d6ef2122-fa7d-428f-b1ae-b54a0e90614d&delo_id=1540005,24.09.2025,Попека Александр Владимирович,02.12.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",19.01.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=23129953&delo_id=1540005&new=0&text_number=1,3
2-1279/2025 ~ М-1064/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=13186317&case_uid=618d5682-0b00-466c-8954-95626b3e4c00&delo_id=1540005,24.09.2025,Попека Александр Владимирович,02.12.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",19.01.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=23129952&delo_id=1540005&new=0&text_number=1,3
2-1278/2025 ~ М-1063/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=13186312&case_uid=16e159a0-f993-4efb-98d8-0498e446383f&delo_id=1540005,24.09.2025,Попека Александр Владимирович,02.12.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",19.01.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=23129951&delo_id=1540005&new=0&text_number=1,3
2-1275/2025 ~ М-1061/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=13186302&case_uid=9817eb11-e4ff-4a47-a033-b9b2f94e8f98&delo_id=1540005,24.09.2025,Попека Александр Владимирович,25.11.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",13.01.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=23129969&delo_id=1540005&new=0&text_number=1,3
2-1273/2025 ~ М-1060/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=13186297&case_uid=1526c884-f0c5-467f-961f-b0f42089f256&delo_id=1540005,24.09.2025,Попека Александр Владимирович,24.12.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",20.02.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=27661805&delo_id=1540005&new=0&text_number=1,3
2-1274/2025 ~ М-1059/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=13186292&case_uid=e2a32c23-0bff-4fc4-93c6-14f812e96a1a&delo_id=1540005,24.09.2025,Попека Александр Владимирович,25.11.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",13.01.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=23129968&delo_id=1540005&new=0&text_number=1,3
2-1272/2025 ~ М-1058/2025,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=case&case_id=13186287&case_uid=708a94f2-5c13-4d1e-9289-837e1e44dbad&delo_id=1540005,24.09.2025,Попека Александр Владимирович,25.11.2025,"Иск (заявление, жалоба) УДОВЛЕТВОРЕН",13.01.2026,https://nva--dnr.sudrf.ru/modules.php?name=sud_delo&srv_num=1&name_op=doc&number=23129965&delo_id=1540005&new=0&text_number=1,3
